Date,Open,High,Low,Close,Adj Close,Volume
2016-08-29,94.599998,95.160004,94.209999,94.879997,94.879997,8818300
2016-08-30,95.349998,96.680000,95.169998,96.000000,96.000000,13994200
2016-08-31,96.139999,97.199997,96.010002,97.190002,97.190002,28617000
2016-09-01,97.300003,98.000000,97.010002,97.419998,97.419998,13387400
2016-09-02,97.970001,99.665001,97.970001,99.250000,99.250000,17482600
2016-09-06,100.449997,104.300003,100.449997,103.779999,103.779999,32803800
2016-09-07,103.839996,104.000000,102.260002,102.320000,102.320000,15758800
2016-09-08,101.930000,103.779999,101.629997,102.570000,102.570000,15475500
2016-09-09,101.800003,102.209999,99.050003,99.620003,99.620003,21250400
2016-09-12,97.379997,101.379997,97.000000,100.800003,100.800003,17318200
2016-09-13,100.379997,101.489998,98.839996,100.279999,100.279999,20004900
2016-09-14,100.080002,102.589996,100.019997,102.400002,102.400002,19604700
2016-09-15,102.620003,104.480003,102.529999,104.449997,104.449997,20795900
2016-09-16,104.000000,105.389999,103.860001,104.639999,104.639999,20363500
2016-09-19,105.160004,105.500000,102.195000,103.029999,103.029999,15234600
2016-09-20,102.940002,103.730003,100.930000,101.360001,101.360001,12863800
2016-09-21,102.459999,106.190002,102.209999,106.000000,106.000000,22997100
2016-09-22,107.570000,109.760002,107.480003,109.360001,109.360001,35627700
2016-09-23,108.250000,108.400002,106.709999,107.709999,107.709999,23083000
2016-09-26,106.519997,107.059998,105.300003,105.889999,105.889999,16805300
2016-09-27,106.519997,108.489998,106.370003,108.260002,108.260002,17556700
2016-09-28,108.440002,109.870003,107.160004,108.750000,108.750000,16371600
2016-09-29,106.510002,106.690002,104.570000,105.550003,105.550003,30236700
2016-09-30,106.500000,107.099998,105.790001,105.790001,105.790001,15577500
2016-10-03,105.449997,106.290001,104.980003,105.379997,105.379997,10849500
2016-10-04,105.930000,106.230003,105.050003,105.449997,105.449997,11068800
2016-10-05,105.870003,107.449997,105.660004,106.959999,106.959999,13176500
2016-10-06,107.300003,107.510002,106.184998,107.080002,107.080002,9885600
2016-10-07,106.889999,107.550003,105.559998,106.000000,106.000000,8954400
2016-10-10,106.790001,109.000000,106.559998,108.410004,108.410004,11516600
2016-10-11,107.889999,107.970001,104.750000,105.230003,105.230003,14916600
2016-10-12,105.050003,105.110001,101.820000,103.620003,103.620003,18435000
